"symbol","lower_price","higher_price","lower_size","higher_size"
"AWK","1424300","1500000",1,23065
"AWP","44900","45800",1,10200
"AWR","805100","830800",1,41831
"AWRE","18300","19400",1,3231
"AWX","24500","26200",1,900
"AX","617430","640050",1,15646
"AXDX","16201","17700",1,5300
"AXGN","135700","164100",1,64415
"AXIL","40000","44800",1,120
"AXL","60601","66199",1,177650
"AXNX","694400","709400",1,36512
"AXON","3750000","3987700",1,127913
"AXP","2661700","2727499",1,114352
"AXR","283201","312600",1,400
"AXS","782400","800000",1,69441
"AXS-E","232000","236588",1,2000
"AXSM","890000","915000",1,31878
"AXTA","361900","378900",1,409645
"AXTI","20800","25800",1,18297
"AY","219000","220500",1,313223
"AYI","2663000","2835800",1,20186
"AYRO","7803","8300",1,1137
"AYTU","22900","29200",1,8020
"AZ","8100","9400",1,13000
"AZEK","453000","473400",1,75633
"AZI","9000","11300",1,10000
"AZN","748093","814100",1,311393
"AZO","30650900","32122400",1,874
"AZPN","2287900","2396335",1,64877
"AZTA","469300","503681",1,59589
"AZTD","246412","254593",1,100
"AZTR","5450","5850",1,30000
"AZUL","29000","33000",1,29320
"AZZ","780100","834300",1,1062
"B","393300","404000",1,2322
"BA","1507475","1573500",1,214369
"BAB","272800","279700",1,6430
"BABA","954600","1094300",1,457486
"BABO","228900","240300",1,700
"BABX","240700","284100",1,9942
"BAC","362948","399000",1,2731099
"BACA","106400","106500",2,2400
"BAC-B","253500","254891",1,2727
"BAC-E","247501","249600",1,1500
"BACK","10700","13100",1,3800
"BAC-K","252100","253400",1,2905
"BAC-L","12705600","12950000",1,1500
"BAC-M","245400","247092",1,2679
"BAC-N","237600","240400",1,2800
"BAC-O","213700","215350",1,30000
"BAC-P","203600","207000",1,3040
"BAC-Q","208100","210000",1,49000
"BAC-S","231818","234300",1,2208
"BAER","21500","24600",1,26039
"BAERW","501","713",40,1000
"BAFN","131786","137000",1,900
"BAH","1586100","1625100",1,53293
"BAK","72500","77275",1,11258
"BALI","301909","311600",1,3300
"BALL","662400","679000",1,143190
"BALT","307811","308250",1,9615
"BALY","171600","173450",1,7000
"BAM","468000","480900",1,68838
"BAMA","304300","305701",1,1479
"BAMB","266100","267000",1,3631
"BAMD","326600","329100",1,1892
"BAMG","329601","332242",1,4120
"BAMO","298500","299850",18,1477
"BAMU","253001","253400",24,4642
"BAMV","312900","316501",1,2114
"BAMY","266401","266802",19,331
"BANC","146950","150159",1,390643
"BANC-F","241300","246699",1,3400
"BAND","170300","176750",1,71290
"BANF","1037100","1066400",1,20840
"BANFP","258200","260000",1,1450
"BANL","6100","6900",1,6400
"BANR","586475","602400",1,58898
"BANX","202186","218700",1,3500
"BAOS","22000","29700",1,1000
"BAP","1744100","1888100",1,10000
"BAPR","431404","433684",1,4096
"BAR","260901","264700",1,12157
"BARK","15900","16700",1,9894
"BARK+","850","850",2,2
"BASE","142500","160000",1,52158
"BATL","65912","67500",1,1900
"BATRA","402500","432900",1,18590
"BATRK","401000","409800",1,159096
"BATT","90000","96865",1,5000
"BAUG","426200","428000",1,5000
"BAX","383400","395700",1,126347
"BAYA","104600","104800",23,500
"BB","22800","25800",1,316813
"BBAG","471650","475000",1,16480
"BBAI","15250","16000",1,58100
"BBAI+","1400","1460",8,3625
"BBAR","104205","114900",1,19296
"BBAX","532800","542400",1,9802
"BBBI","520600","523000",1,200
"BBBL","513200","517700",1,68
"BBBS","514425","516099",1,3033
"BBC","277401","283900",1,360
"BBCA","721205","727922",1,16421
"BBCB","467800","470390",1,8083
"BBCP","56700","60000",1,11267
"BBD","26000","27500",1,2700000
"BBDC","97500","99000",1,10764
"BBDO","23700","24499",1,2800
"BBEM","564400","567800",1,1279
"BBEU","625000","633800",1,654356
"BBGI","96000","122400",1,500
"BBH","1725700","1779988",1,429
"BBHY","471800","473600",1,639301
"BBIB","1000750","1004000",1,1756
"BBIN","620600","652150",1,335294
"BBIO","241800","254400",1,285750
"BBIP","986460","986600",1,1
"BBJP","586850","634600",1,759000
"BBLB","931200","937796",1,180
"BBLG","22000","26900",1,16783
"BBLU","126300","129900",1,3536
"BBMC","939679","951600",1,260
"BBN","180000","181600",1,12500
"BBP","622115","632599",1,126
"BBRE","997505","1051000",1,40341
"BBSA","486972","488150",1,443
"BBSB","995210","997100",1,100
"BBSC","667500","677578",1,276
"BBSI","360700","372670",1,22307
"BBU","230228","243300",1,2255
"BBUC","247000","258074",1,984
"BBUS","1020000","1038400",1,8005
"BBVA","110000","112500",1,17600
"BBW","307200","339800",1,9795
"BBWI","306000","327400",1,162900
"BBY","977200","1026600",1,157000
"BC","822500","858500",1,434188
"BC-A","250101","253479",2,380
"BCAB","15500","16623",1,254925
"BCAL","146000","149500",1,9695
"BCAN","70000","82100",1,3600
"BCAT","162400","164000",1,10139
"BCAX","245500","280000",1,57618
"BC-B","252200","253780",1,500
"BCBP","119200","123200",1,5743
"BCC","1394220","1441750",1,15700
"BC-C","252000","254999",1,682
"BCD","325350","327449",1,5000
"BCDA","25200","29700",1,7400
"BCDF","277550","280400",1,500
"BCE","346863","355210",1,88680
"BCG","29950","36500",1,1700
"BCGWW","350","575",1,2500
"BCH","251800","262800",1,27000
"BCHP","329072","331699",1,1664
"BCI","203000","204980",1,35700
"BCIL","276300","277200",25,506
"BCIM","240000","243175",1,501
"BCLI","2201","2573",1,22500
"BCML","234050","241400",1,3190
"BCO","1112100","1151300",1,6741
"BCOV","20700","21968",1,270000
"BCOW","94193","101500",1,974
"BCPC","1718200","1774299",1,20029
"BCRX","75400","78000",1,231097
"BCS","118000","124000",1,42200
"BCSA","112360","112900",1,100
"BCSAU","111300","113988",1,300
"BCSAW","412","600",2,1200
"BCSF","171000","172500",1,9768
"BCTX","6255","9490",1,138177
"BCTXW","2398","3500",1,10300
"BCUS","305300","308000",1,731
"BCV","164500","166650",1,1380
"BCV-A","237400","241863",1,1000
"BCX","93000","95699",1,12600
"BCYC","228300","240800",1,247344
"BDC","1147500","1184599",1,20100
"BDCX","310800","320284",1,200
"BDCZ","189000","189985",1,200
"BDEC","429901","431300",1,3100
"BDGS","304200","305280",11,500
"BDIV","197900","198500",25,400
"BDJ","85250","86400",1,14000
"BDL","265000","269900",1,50
"BDN","53100","54900",1,25592
"BDRX","2608","4400",1,44746
"BDRY","104300","108300",1,3000
"BDSX","16600","17400",1,5000
"BDTX","39300","44950",1,78235
"BDVG","110300","119300",1,400
"BDX","2333300","2438200",1,15000
"BE","101412","108400",1,397820
"BEAM","246200","260000",1,164186
"BEAT","21700","24000",1,3810
"BEATW","5400","6000",1,900
"BECN","863600","894000",1,106456
"BEDU","19850","21100",1,1500
"BEDZ","296980","302100",1,70
"BEEM","47400","50600",1,6925
"BEEP","31298","34900",1,10880
"BEEZ","324650","330000",1,100
"BEKE","161600","207300",1,841712
"BELFA","973500","1032499",1,1442
"BELFB","753150","799700",1,24679
"BELT","301400","304600",1,2500
"BEMB","538500","542499",1,356
"BEN","203700","210650",1,45000
"BENF","12200","14400",1,8048
"BENFW","81","117",1,12927
"BEP","276400","285100",1,9419
"BEP-A","205600","208999",1,1000
"BEPC","318100","330300",1,14740
"BEPH","175891","187296",1,1000
"BEPI","185101","191607",1,2000
"BEPJ","255001","258400",1,1800
"BERY","682350","698600",1,8630
"BERZ","160000","172800",1,1100
"BEST","27300","27500",1,14800
"BETE","602600","622999",1,500
"BETH","633401","655800",1,500
"BETR","175750","197900",1,1060
"BETRW","1000","1164",100,400
"BETZ","188700","194300",1,1541
"BF.A","452200","477200",1,9877
"BFAC","111100","111155",1,80
"BFAC=","112520","112520",1,1
"BFAM","1376300","1410000",1,81538
"BF.B","460000","487300",1,1086950
"BFC","871100","902699",1,4648
"BFEB","418800","420400",1,2585
"BFH","461000","474600",1,20000
"BFIN","115650","121650",1,1805
"BFIX","240600","243500",1,480
"BFK","105500","107700",1,7000
"BFLY","15000","17400",1,51258
"BFLY+","551","697",100,8737
"BFOR","711536","717900",1,300
"BFRG","28000","30999",1,5030
"BFRGW","2700","2960",100,300
"BFRI","11911","13000",1,26373
"BFRIW","360","380",29,500
"BFS","405800","415000",1,2399
"BFS-D","228500","233701",16,3931
"BFS-E","231900","238100",1,1000
"BFST","251200","259499",1,16262
"BFZ","120100","121100",1,7700
"BG","936800","986800",1,527871
"BGB","122050","128900",1,7990
"BGC","91250","95100",1,663249
"BGFV","20000","21700",1,8100
"BGH","150600","151692",1,5000
"BGI","21200","22800",1,500
"BGIG","299100","300100",1,2299
"BGLC","4211","4774",1,18277
"BGLD","226250","228600",1,16574
"BGM","74100","80000",1,1800
"BGNE","2080300","2239600",1,18867
"BGR","126500","132900",1,4316
"BGRN","482000","496400",1,4375
"BGRO","318850","325300",1,100
"BGS","89500","94400",1,54568
"BGSF","70200","72881",1,1000
"BGT","127600","128900",1,3237
"BGX","127600","135500",1,5000
"BGY","57100","58300",1,7762
"BH","1670100","1742600",1,100
"BH.A","8225000","8769900",1,5
"BHAC","104700","105500",1,22
"BHACW","409","974",1,100
"BHAT","3037","4500",1,50000
"BHB","295901","307000",1,1392
"BHC","79300","82788",1,65600
"BHE","441400","455500",1,3600
"BHF","433500","451600",1,53107
"BHFAL","248501","252262",1,2000
"BHFAM","183500","186889",1,4133
"BHFAN","207800","211799",1,4250
"BHFAO","252800","259000",1,3100
"BHFAP","247000","254800",1,2666
"BHIL","68900","72388",1,5714
"BHK","117500","119600",1,6514
"BHLB","261300","275300",1,7000
"BHM","143000","150100",1,173
"BHP","577300","623600",1,100000
"BHR","32800","35650",1,27300
"BHRB","605202","626300",1,8618
"BHR-B","146000","149450",1,700
"BHR-D","214570","227500",1,1500
"BHV","113602","118900",1,1000
"BHVN","495000","520400",1,33017
"BHYB","548150","549800",1,100
"BIAF","18800","22100",1,7710
"BIAFW","11100","14800",1,700
"BIB","622100","642200",1,1000
"BIBL","404200","408546",1,10954
"BIDU","966500","1076700",1,310401
"BIGC","57300","61400",1,2394004
"BIGZ","74900","76500",1,21000
"BIIB","1895500","1977700",1,143910
"BIL","917501","918150",1,2674467
"BILD","279100","281800",1,9
"BILI","176800","231100",1,479200
"BILL","511000","548300",1,17351
"BILS","995400","996000",1,150203
"BILZ","1011700","1012300",1,20140
"BINC","532500","540900",1,228019
"BINV","328400","331600",1,12693
"BIO","3154900","3375500",1,4000
"BIOA","182200","240000",1,491978
"BIO.B","3201000","3366065",1,1
"BIOR","4928","5700",1,13300
"BIOX","77000","85000",1,4000
"BIP","339700","358500",1,19684
"BIP-A","205101","208500",1,1500
"BIP-B","205499","212699",1,956
"BIPC","413700","450000",1,17671
"BIPH","195001","208000",1,4000
"BIPI","200400","208799",1,591
"BIPJ","256300","257500",1,1900
"BIRD","116000","126000",1,6900
"BIRK","447629","510400",1,300000
"BIS","146400","153700",1,3929
"BIT","150600","152000",1,9905
"BITB","347300","362800",1,22266
"BITC","474500","491088",1,1355
"BITF","21200","23299",1,154722
"BITI","71000","74400",1,250000
"BITO","192100","201800",1,46000
"BITQ","130300","145000",1,1585
"BITS","663100","692000",1,1500
"BITU","261100","286200",1,22125
"BITX","286700","315800",1,74693
"BIV","774800","787200",1,152625
"BIVI","10900","13000",1,17371
"BIZD","163100","166000",1,20000
"BJ","810100","827600",1,35000
"BJAN","464800","466300",1,1143
"BJDX","1280","1550",1,32101
"BJK","439500","450000",1,2000
"BJRI","318700","335000",1,46661
"BJUL","435241","437300",1,134170
"BJUN","405500","407200",1,2871
"BK","713000","726900",1,381800
"BKAG","430955","432990",1,78547
"BKCH","473800","502000",1,2942
"BKCI","540500","545390",10,1867
"BKD","64900","69300",1,500000
"BKDT","884813","886697",20555,33600
"BKE","424100","443650",1,4290
"BKEM","650050","656100",1,232
"BKF","400299","410500",1,1300
"BKGI","324300","326400",1,1800
"BKH","597800","619925",1,17700
"BKHA","102400","102400",5000,5000
"BKHY","487300","489300",1,3000
"BKIE","794200","824100",1,1520
"BKIV","329400","335000",1,400
"BKKT","92500","106383",1,4722
"BKKT+","880","950",1,497
"BKLC","1087500","1096650",1,3110
"BKLN","209400","209900",1,4000000
"BKMC","1010700","1025100",1,516
"BKN","125946","129000",1,9643
"BKNG","41726150","42923800",1,34129
"BKR","341900","362500",1,2270302
"BKSE","1006500","1020800",1,250
"BKSY","41015","51400",1,19900
"BKSY+","299","420",1,50000
"BKT","123400","125450",1,4037
"BKTI","218300","244400",1,1262
"BKU","349100","362000",1,70376
"BKUI","498700","498900",1,2467
"BKV","178800","188750",1,125000
"BKWO","339152","342300",1,100
"BKYI","9450","10800",1,9944
"BL","504200","530300",1,93241
"BLAC","108500","108500",12,12
"BLBD","460000","549900",1,72511
"BLBX","25000","29500",1,4000
"BLCN","243900","260000",1,4621
"BLCO","188800","192888",1,24830
"BLCR","321206","323000",1,500
"BLCV","320533","327600",1,860
"BLD","3980350","4147750",1,7500
"BLDE","28100","30400",1,85887
"BLDEW","1700","1940",1,8400
"BLDG","271600","274400",1,363
"BLDP","16400","18984",1,1096726
"BLDR","1890000","1972800",1,33678
"BLE","112500","113300",1,5170
"BLES","394000","398600",1,2619
"BLEU","109100","109900",1,349
"BLEUR","312","400",100,1700
"BLEUU","109100","109100",100,100
"BLEUW","240","287",1,100
"BLFS","236000","248000",1,44377
"BLFY","103300","108300",1,8512
"BLIN","11200","12200",1,4382
"BLK","8669200","9610500",1,5489
"BLKB","823350","855000",1,24245
"BLKC","213900","219800",1,40
"BLLD","541750","546250",1,300
"BLMN","166650","173310",1,161475
"BLMZ","8270","10800",1,11500
"BLND","37700","42500",1,250711
"BLNK","16243","18200",1,1223160
"BLOK","363000","385500",1,15077
"BLRX","6200","6701",1,22100
"BLTE","435200","473500",1,2000
"BLUE","4704","5347",1,164203
"BLV","743300","756000",1,23000
"BLW","144000","145300",1,5677
"BLX","310000","325050",1,8835
"BLZE","60000","65100",1,39278
"BMA","645600","682800",1,6861
"BMAR","448600","450499",1,2200
"BMAY","393100","394839",1,4122
"BMBL","62100","66500",1,394502
"BMDL","259950","260853",100,100
"BME","413600","418700",1,2396
"BMEA","86950","120091",1,105000
"BMED","259193","262000",1,310
"BMEZ","157100","159795",1,8925
"BMI","2139600","2204700",1,3000
"BML-G","230500","234540",1,1395
"BML-H","230900","233999",1,1500
"BML-J","241200","244200",3,3200
"BML-L","242600","246100",1,6300
"BMN","251700","256200",1,862
"BMO","890000","915700",1,820000
"BMR","38000","40700",1,8000
"BMRA","3058","3440",1,3000
"BMRC","194400","199500",1,12607
"BMRN","687000","720000",1,355301
"BMTX","31400","34300",1,9712
"BMTX+","310","311",100,1200
"BMVP","479300","482500",1,300
"BMY","491600","535100",1,609000
"BN","522700","544500",1,1500000
"BNAI","9501","10800",1,13000
"BNAIW","503","749",43,470
"BND","749200","755500",1,272579
"BNDC","227500","228600",1,4103
"BNDD","143800","145400",1,1000
"BNDI","485500","501800",1,23731
"BNDW","704400","706901",1,3540
"BNDX","500000","509900",1,186115
"BNE","217300","224900",1,386
"BNED","90000","96750",1,8773
"BNGE","265900","270155",1,286
"BNGO","4010","5086",1,100637
"BNH","190600","198300",1,20000
"BNIXW","154","154",100,100
"BNJ","175000","181930",1,600
"BNL","186350","190400",1,200000
"BNO","277400","283710",1,11000
"BNOV","380707","381500",1,1067
"BNOX","6051","6500",1,7964
"BNR","28500","35900",1,10000
"BNRG","6384","9949",1,12089
"BNS","534000","551200",1,18742
"BNT","523312","542240",1,2152
"BNTC","85001","94000",1,1951
"BNTX","1150330","1200700",1,43366
"BNY","109600","110860",1,6442
"BNZI","52500","67700",1,7000
"BNZIW","112","112",10000,10000
"BOAT","346300","360900",1,6500
"BOC","145400","151700",1,7151
"BOCN","113300","115400",1,29470
"BOCNW","161","178",100,1640
"BOCT","423650","424583",1,5995
"BODI","54300","61883",1,3000
"BOE","110000","113200",1,7710
"BOF","17200","19200",1,8901
"BOH","613500","638500",1,4811
"BOH-A","179950","186100",1,1000
"BOH-B","267500","270199",1,48964
"BOIL","102050","118000",1,70000
"BOKF","1023342","1058000",1,16807
"BOLD","32700","35800",1,3640
"BOLT","5450","6588",1,40000
"BON","16500","18700",1,5000
"BOND","941500","949300",1,38647
"BOOM","119000","131240",1,36764
"BOOT","1626600","1695200",1,1955
"BORR","52750","57000",1,18000
"BOSC","27780","30000",1,19620
"BOTJ","139200","146000",1,1500
"BOTT","281900","288300",1,100
"BOTZ","312501","324276",1,49025
"BOUT","364250","366300",1,468
"BOW","274800","289400",1,17887
"BOWL","110600","118400",1,12500
"BOWN","107400","107500",1,1000
"BOWNR","1800","2200",2,1037
"BOX","322700","330000",1,3024700
"BOXL","4511","4800",1,74494
"BOXX","1088400","1089200",1,39037
"BP","304100","316800",1,595940
"BPAY","247550","247550",18,18
"BPMC","871200","971700",1,79244
"BPOP","980500","1044900",1,105131
"BPOPM","257900","261099",1,1234
"BPRN","360200","377500",1,1506
"BPT","11300","12400",1,9445
"BPTH","8800","9300",1,3500
"BPYPM","177800","184000",1,500
"BPYPN","147800","151800",1,865
"BPYPO","165000","168600",1,1100
"BPYPP","166581","173800",1,2232
"BQ","2476","4400",1,68079
"BR","2078900","2145850",1,45200
"BRAC","112600","112600",2,2
"BRACR","1010","1734",100,124
"BRAG","49500","53100",1,1200
"BRAZ","249200","252600",1,30
"BRBR","602500","618392",1,298866
"BRBS","27750","28500",1,9887
"BRC","749700","767800",1,10098
"BRCC","33050","36100",1,13398
"BRDG","96400","101185",1,50000
"BREA","7805","9900",1,23389
"BRF","147700","149450",1,1295
"BRFH","25206","29500",1,906
"BRFS","44650","46600",1,33996
"BRHY","519900","521300",1,200
"BRID","89100","96000",1,900
"BRK.B","4416900","4830638",1,64037
"BRKHU","105212","105212",1,1
"BRKHW","504","2000",1,15959
"BRKL","99400","102000",1,151903
"BRKR","674200","729400",1,289411
"BRLN","430000","527500",1,600
"BRLS","55700","62700",1,2719
"BRLSW","700","701",1,325
"BRLT","19400","21000",1,20896
"BRN","21215","23300",1,2500
"BRNS","11801","13600",1,500
"BRNY","392472","395500",1,2638
"BRO","1024000","1038900",1,111999
"BROG","13900","16905",1,3736
"BROGW","24","24",200,200
"BROS","323000","334500",1,140000
"BRRR","181800","188699",1,9100
"BRSP","57600","59300",1,7086
"BRT","176400","181900",1,1000
"BRTR","520000","523400",1,2391
"BRTX","16700","18505",1,3072
"BRW","73750","74800",1,4733
"BRX","271300","280200",1,153000
"BRY","48200","50900",1,135023
"BRZE","320600","335000",1,127607
"BRZU","703700","733700",1,4000
"BSAC","209450","214600",1,108286
"BSBK","79670","86029",1,1800
"BSBR","52800","54100",1,40842
"BSCO","211098","211300",1,53728
"BSCP","206400","206500",1,350960
"BSCQ","195500","199300",1,422086
"BSCR","197100","197600",1,42188
"BSCS","205400","206100",1,14470
"BSCT","187829","188600",1,42990
"BSCU","169050","169890",1,18400
"BSCV","166100","167100",1,48548
"BSCW","208900","210599",1,24851
"BSCX","214900","216500",1,12769
"BSCY","210365","212300",1,388638
"BSEP","419300","421499",1,141750
"BSET","145600","149200",1,1078
"BSFC","5600","6490",1,26875
"BSIG","249300","261800",1,11088
"BSIIU","99600","99894",21,900
"BSJO","226800","227200",1,93050
"BSJP","228700","236700",1,697666
"BSJQ","233500","234500",1,6384
"BSJR","225900","226800",1,7296
"BSJS","220200","221800",1,10000
"BSJT","216700","218500",1,6066
"BSJU","263000","264200",1,5696
"BSJV","268800","270789",1,6725
"BSJW","259000","260200",15,798
"BSL","140000","141684",1,2887
"BSLK","7765","8720",1,2911
"BSLKW","500","600",1,300
"BSM","147100","150400",1,33790
"BSMC","310601","314900",1,8117
